RecordID,Year_Sort,Year,Month,Day,Circa,DatingNotes,Place,Diocese,Province,CountryModern,Jurisdiction_ID,Jurisdiction_ID2,Jurisdiction_ID3,Latitude,Longitude,PlaceNotes,Classification,IssuingAuthority,IssuingAuthorityAlt,RegnalStart,RegnalEnd,Delegated,ClassificationNotes,Language,LanguageNotes,TextNeeded,NoKnownText,Fragment,Source,SourceOther,Edition,EditionOther,SourceNotes,TranscriptionNotes,BaseText,OCR,Transcription,GeneralNotes,BiblioRefs
1172,1497,1497,5,18,,,Saint-Brieuc,Saint-Brieuc,Tours,France,D447,,,48.5136,-2.7653,,Diocesan,Christophe de Penmarche,,,,,,,,,,,,,"Campion, Statuts synodaux, 51-56",,https://books.google.com/books?id=Kk9NAAAAMAAJ,Not Started,GoogleBooksWebDownload,,,,
1173,1497,1497,10,12,,,Saint-Brieuc,Saint-Brieuc,Tours,France,D447,,,48.5136,-2.7653,,Diocesan,Christophe de Penmarche,,,,,,,,,,,,,"Campion, Statuts synodaux, 56-58",,https://books.google.com/books?id=Kk9NAAAAMAAJ,Not Started,GoogleBooksWebDownload,,,,
1174,1498,1498,6,7,,,Saint-Brieuc,Saint-Brieuc,Tours,France,D447,,,48.5136,-2.7653,,Diocesan,Christophe de Penmarche,,,,,,,,,,,,,"Campion, Statuts synodaux, 58-60",,https://books.google.com/books?id=Kk9NAAAAMAAJ,Not Started,GoogleBooksWebDownload,,,,
1175,1499,1499,5,23,,,Saint-Brieuc,Saint-Brieuc,Tours,France,D447,,,48.5136,-2.7653,,Diocesan,Christophe de Penmarche,,,,,,,,,,,,,"Campion, Statuts synodaux, 60-62",,https://books.google.com/books?id=Kk9NAAAAMAAJ,Not Started,GoogleBooksWebDownload,,,,
1176,1435,1426x1451,,,Yes,,Saint-Flour,Saint-Flour,Bourges,France,D377,,,45.034444,3.093611,,Diocesan,Jacques le Loup de Beauvoir,,1426,1451,,,,,,,,"BnF lat 1595, fols 77-80",,,,,Not Started,Digital MS,,,,
1177,1406,1406,10,21,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,,,,,,,,,,,,,,"Statuta syondalia [sic] secundum ritum…Macloviensis Paris [s.d.], fols 37-39",,,Not Started,Digital MS,,,,
1178,1425,1425,5,31,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,Guillaume de Montfort,,,,,,,,,,,,,"Statuta syondalia [sic] secundum ritum…Macloviensis Paris [s.d.],fol 47v",,,Not Started,Digital MS,,,,
1179,1426,1426,5,23,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,Guillaume de Montfort,,,,,,,,,,,,,"Statuta syondalia [sic] secundum ritum…Macloviensis Paris [s.d.],fol 47v-48",,,Not Started,Digital MS,,,,
1180,1427,1427,10,24,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,Guillaume de Montfort,,,,,,,,,,,,,"Statuta syondalia [sic] secundum ritum…Macloviensis Paris [s.d.],fol 48-50",,,Not Started,Digital MS,,,,
1181,1428,1428,3,4,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,Guillaume de Montfort,,,,,,,,,,,,,"Statuta syondalia [sic] secundum ritum…Macloviensis Paris [s.d.],fol 50-51",,,Not Started,Digital MS,,,,
1182,1429,1429,5,19,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,Guillaume de Montfort,,,,,,,,,,,,,"Statuta syondalia [sic] secundum ritum…Macloviensis Paris [s.d.],fol 51-52",,,Not Started,Digital MS,,,,
1183,1430,1430,10,19,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,Guillaume de Montfort,,,,,,,,,,,,,"Statuta syondalia [sic] secundum ritum…Macloviensis Paris [s.d.],fol 52-53v",,,Not Started,Digital MS,,,,
1184,1431,1431,10,25,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,Guillaume de Montfort,,,,,,,,,,,,,"Statuta syondalia [sic] secundum ritum…Macloviensis Paris [s.d.],fol 53v-54",,,Not Started,Digital MS,,,,
1185,1434,1434,5,20,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,Amaury de la Motte,,,,,,,,,,,,,"Statuta syondalia [sic] secundum ritum…Macloviensis Paris [s.d.],fol 66-70v",,,Not Started,Digital MS,,,,
1186,1436,1436,10,25,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,Pierre Piedru,,,,,,,,,,,,,"Statuta syondalia [sic] secundum ritum…Macloviensis Paris [s.d.],fol 70v-73v",,,Not Started,Digital MS,,,,
1187,1448,1448,,,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,Pierre Piedru,,,,,,Latin,,,,,"Nantes, BM, 36, fol. 424v [Travers, Concilia, III]",,,,Brief extracts only,Reviewed ,Microfilm,,Transcribed at IRHT by RWD - 18-7-2016.,,
1188,1452,1452,6,1,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,Jean l'Espervier,,,,,,,,,,,,,"Statuta syondalia [sic] secundum ritum…Macloviensis Paris [s.d.],fol 83-86v",,,Not Started,Digital MS,,,,
1189,1452,1452,6,9,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,Jean l'Espervier,,,,,,,,,,,,,"Statuta syondalia [sic] secundum ritum…Macloviensis Paris [s.d.],fol 86v-88",,,Not Started,Digital MS,,,,
1190,1460,1460,6,5,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,Jean l'Espervier,,,,,,,,,,,,,"Statuta syondalia [sic] secundum ritum…Macloviensis Paris [s.d.],fol 88-91",,,Not Started,Digital MS,,,,
1191,1496,1496,10,20,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,Guillaume Briconnet,,,,,,,,,,,,,"Statuta syondalia [sic] secundum ritum…Macloviensis Paris [s.d.],fol 91-92",,,Not Started,Digital MS,,,,
1192,1494,1494,10,20,,,Saint-Malo,Saint-Malo,Tours,France,D448,,,48.648056,-2.0075,,Diocesan,Guillaume Briconnet,,,,,,,,Yes,,,,,"Perennes, Statuts synodaux, 246",,Brief extract,,,,,,
1193,1304,1304,,,,Easter,Saintes,Saintes,Bordeaux,France,D374,,,45.7464,-0.6333,,Diocesan,Guy de Neufville,,1296,1312,,,Latin,,,,,,,"Avril, Statuts V, 79-80","Constitutiones synodales Xantonensis ecclesie, Pictavii: ex officina Marnesiorum fratrum sub Pelicano, 1541 [fols. 75-76v]",,Reviewed ,Hard Copy Scan,Yes,,,
1195,1347,1347,,,,,Sion,Sion,Tarentaise,Switzerland,D462,,,46.227778,7.358611,aka Sitten,Diocesan,,,,,,,Latin,,,,,,,"Gremaud, Documents, 32, 471-4 [n. 1925]",,https://books.google.com/books?id=CScA2bVa2X4C,Reviewed ,GoogleBooksData Capture,,,,
1196,1370,1370,,,,,Sion,Sion,Tarentaise,Switzerland,D462,,,46.227778,7.358611,aka Sitten,Diocesan,Guichard Tavel,,1342,1375,,,Latin,,,,,,,"Gremaud, Documents, 33, 370-74 [n. 2145]",,https://books.google.com/books?id=CScA2bVa2X4C,Reviewed ,GoogleBooksData Capture,,,,
1197,1460,1460,,,,,Sion,Sion,Tarentaise,Switzerland,D462,,,46.227778,7.358611,aka Sitten,Diocesan,Walter Superaxo,Walter II auf der Flue,,,,,Latin,,,,,"Fribourg, ArchEtat, coll. Gremaud, n. 17 (1), fol. 24-42",,"Treyer, Synodalstatuten aus Sitten, Anhang 5, pp. 159-189","extracts in Liebeskind, Bischof Walter II, 106-111",,Not Started,Library Scan,,,,
1198,1403,1403,5,30,,,Soissons,Soissons,Reims,France,D427,,,49.381667,3.323611,,Diocesan,Simon de Bucy,,,,,,,,,,,,,"Gousset, APER II, 624-38",,https://books.google.com/books?id=L9U-AAAAcAAJ,Not Started,WebDownload,,,,
1199,1251,1251,2,25,,,Strasbourg,Strasbourg,Mainz,France,D558,,,48.58476,7.750576,,Diocesan,,,,,,,Latin,,,,,"Strasbourg, Arch dep., G 57 (charter)",,"Mone, Kirchenverordnungen, 142-150",,,Reviewed ,GoogleBooksLibrary ScanWebDownload,Yes,,"For fallout, see Woytt, Administration episcopale, 189",
1200,1423,1423,4,20,,,Strasbourg,Strasbourg,Mainz,France,D558,,,48.58476,7.750576,,Diocesan,,,,,,,,,,,,"Paris, BnF lat. 1552, fol 78v-79v",,"Statuts de Wilhelm von Dietz, 211-14",,,Not Started,,,,,
1201,1495,1495,,,,,Thérouanne,Thérouanne,Reims,France,D429,,,50.6375,2.2597,,Diocesan,,,,,,,,,,,,,,"Statuta synodalia ad usum Morinensem, ed Melkebeek, pp??",,,Not Started,,,,,
1202,1451,1451,,,,Saint Luke,Toul,Toul,Trier,France,D575,,,48.675,5.891667,,Diocesan,,,,,,,,,,,,"ADMM 3 E 3557*2, fol. 20-21",,,,,Not Started,Digital MS,,,,
1203,1473,1473,,,,Pentecost,Toul,Toul,Trier,France,D575,,,48.675,5.891667,,Diocesan,,,,,,,,,,,,"ADMM 3 E 3557*2, fol. 34v-35",,,,,Not Started,Digital MS,,,,
1204,1475,1475,,,,Pentecost,Toul,Toul,Trier,France,D575,,,48.675,5.891667,,Diocesan,,,,,,,,,,,,"ADMM 3 E 3557*2, fol. 27-28",,,,,Not Started,Digital MS,,,,
1205,1477,1477,,,,Pentecost,Toul,Toul,Trier,France,D575,,,48.675,5.891667,,Diocesan,,,,,,,,,,,,"ADMM 3 E 3557*2, fol. 28-29",,,,,Not Started,Digital MS,,,,
1206,1478,1478,,,,Pentecost,Toul,Toul,Trier,France,D575,,,48.675,5.891667,,Diocesan,,,,,,,,,,,,"ADMM 3 E 3557*2, fol. 21v-24",,,,"First minute (fol. 21v-22) replaced by another (fol. 22v-24), marked as 'ultimate minuta'",Not Started,Digital MS,,,,
1207,1479,1479,,,,Saint Luke,Toul,Toul,Trier,France,D575,,,48.675,5.891667,,Diocesan,,,,,,,,,,,,"ADMM 3 E 3557*2, fol. 35v-36v",,,,,Not Started,Digital MS,,,,
1208,1493,1493,,,,Saint Luke,Toul,Toul,Trier,France,D575,,,48.675,5.891667,,Diocesan,,,,,,,Latin,,,,,"Paris, BnF NAL 1516, fol. 75-76",,,,,Not Started,Digital MS,,,,
1209,1452,1452,,,,Easter,Toulouse,Toulouse,Toulouse,France,D412,,,43.6045,1.444,,Diocesan,,,,,,,,,,,,,,"Peyronet, Ius sacrum, I, 1-164",,"http://documents.univ-toulouse.fr/150NDG/PPN075576414.pdf [lousy scan, but suffices for transcription - over-cropped pages can be reconstituted from facing page] *BnF copy was too fragile to be copied",Not Started,Other,,,"see J. Guyader, Les bonnes moeurs de clerge au XVe siecle (Les bonnes moeurs, Paris 1994, pp81-104)",
1210,1481,1481,,,,,Toulouse,Toulouse,Toulouse,France,D412,,,43.6045,1.444,,Diocesan,,,,,,,,,,,,,,"Peyronet, Ius sacrum, II, 607-14",,"http://documents.univ-toulouse.fr/150NDG/PPN129811386.pdf [lousy scan, but suffices for transcription - over-cropped pages can be reconstituted from facing page]",Not Started,Other,,,,
1211,1369,1369,,,,,Tournai,Tournai,Reims,Belgium,D432,,,50.6,3.383333,,Diocesan,,,,,,,,,,,,"Paris, BnF Picardie 236, fol. 7-17",,,,[MF 11748] [R 54684] [downloaded from BnF],In Process,Digital MS,,,,
1212,1385,1379x1389,,,Yes,,Tournai,Tournai,Reims,Belgium,D432,,,50.6,3.383333,,Diocesan,Philippe d'Aussay,,,,,,,,,,,"Paris, BnF Picardie 236, fol. 7",,,,[MF 11748] [R 54684] [downloaded from BnF] ,In Process,Digital MS,,,,
1213,1400,1389x1410,,,Yes,,Tournai,Tournai,Reims,Belgium,D432,,,50.6,3.383333,,Diocesan,Louis de la Tremoille,,,,,,,,,,,"Paris, BnF Picardie 236, fol. 7",,,,[MF 11748] [R 54684] [downloaded from BnF],In Process,Digital MS,,,,
1214,1416,1416,,,,,Tournai,Tournai,Reims,Belgium,D432,,,50.6,3.383333,,Diocesan,Jean de Thoisy,,,,,,,,,,,,,,,text survives in 1439 renewal,Not Started,,,,,
1215,1439,1439,4,13,,,Tournai,Tournai,Reims,Belgium,D432,,,50.6,3.383333,,Diocesan,Jean Chevrot ,,,,,,,,,,,,,"Gousset, APER II, 684",,text survives in 1439 renewalhttps://books.google.com/books?id=L9U-AAAAcAAJ,Not Started,WebDownload,,,,
1216,1445,1445,,,,,Tournai,Tournai,Reims,Belgium,D432,,,50.6,3.383333,,Diocesan,,,,,,,,,,,,"Paris, BnF Picardie 236, fol. 17v-27",,,,[MF 11748] [R 54684] [downloaded from BnF],In Process,Digital MS,,,,
1217,1462,1462,6,4,,,Tournai,Tournai,Reims,Belgium,D432,,,50.6,3.383333,,Diocesan,Guillaume Filastre,,,,,,,,,,Yes,"Copenhagen, KB, GKS 1623 kvart  (fol. 4-14)",,,,MS incomplete (breaks off suddenly after fol. 14v),In Process,Digital MS,,,,
1218,1481,1481,10,4,,,Bruges,Tournai,Reims,Belgium,D432,,,51.216667,3.233333,held in church of St-Saviour,Diocesan,Ferry de Clugny,,,,,,,,,,,,,"Le Groux, Summa statutorum, 81-117","Gousset APER II 749-71; Hartzheim, Concilia V, 525-540",Le Groux suggests that Ferry de Clugny renewed the earlier statutes of 1416 and 1445https://books.google.com/books?id=L9U-AAAAcAAJ,Not Started,Library ScanGoogleBooks,,,,
1219,1396,Bef. 1396,,,Yes,,Tours,Tours,Tours,France,D440,,,47.393611,0.689167,,Liber Synodalis,,,,,,,Latin,,,,,,,"Fougeron, Statuts synodaux, 56-115",,With French translation on facing page,Reviewed ,Library ScanWebDownload,Yes,,,
1220,1396,1396,10,19,,,Tours,Tours,Tours,France,D440,,,47.393611,0.689167,,Diocesan,Ameil Dubreuil,,,,,,Old French,,,,,"Paris, BnF lat. 1237, fol. 51v-80v",,"Fougeron, Statuts synodaux du diocese de Tours, p116-122",,[downloaded from BnF],Reviewed ,Digital MSLibrary Scan,,,,
1221,1423,1423,10,20,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1129-30",,,Not Started,GoogleBooks,,,,
1222,1426,1426,10,23,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1130-33",,,Not Started,GoogleBooks,,,,
1223,1431,1431,10,24,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1133-37",,,Not Started,GoogleBooks,,,,
1224,1435,1435,,,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1137-41",,,Not Started,GoogleBooks,,,,
1225,1435,1435,5,31,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1141-42",,,Not Started,GoogleBooks,,,,
1226,1436,1436,10,24,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1142-43",,,Not Started,GoogleBooks,,,,
1227,1437,1437,5,23,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1143-47",,,Not Started,GoogleBooks,,,,
1228,1437,1437,5,28,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1147-49",,,Not Started,GoogleBooks,,,,
1229,1440,1440,10,19,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1149-52",,,Not Started,GoogleBooks,,,,
1230,1450,1450,,,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1152-54",,,Not Started,GoogleBooks,,,,
1231,1455,1455,,,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1154-56",,,Not Started,GoogleBooks,,,,
1232,1456,1456,,,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1156-60",,,Not Started,GoogleBooks,,,,
1233,1457,1457,,,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1160-63",,,Not Started,GoogleBooks,,,,
1234,1459,1459,,,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1163-65",,,Not Started,GoogleBooks,,,,
1235,1462,1462,,,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1165-67",,,Not Started,GoogleBooks,,,,
1236,1467,1467,,,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1167",,,Not Started,GoogleBooks,,,,
1237,1469,1469,,,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1167-71",,,Not Started,GoogleBooks,,,,
1238,1485,1485,,,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1171-73",,,Not Started,GoogleBooks,,,,
1239,1493,1493,,,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1173-75",,,Not Started,GoogleBooks,,,,
1240,1494,1494,,,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1175-76",,,Not Started,GoogleBooks,,,,
1241,1495,1495,,,,,Tréguier,Tréguier,Tours,France,D450,,,48.785833,-3.231111,,Diocesan,,,,,,,,,,,,,,"Martene, Thes IV, 1176-78",,,Not Started,GoogleBooks,,,,
1242,1495,1495,,,,,Trier,Trier,Trier,Germany,D573,,,49.7596,6.6439,,Diocesan,,,,,,,,,,,,,,"Hartzheim, Concilia, V, 662-63",,,Not Started,GoogleBooks,,,,
1243,1427,1427,,,,,Troyes,Troyes,Sens,France,D455,,,48.297419,4.074263,,Compilation (Diocesan),,,,,,,,,,,,,,"Lalore, Ancienne discipline, 2, 177-221",,https://books.google.com/books?id=IeVNAQAAMAAJ,Not Started,GoogleBooksWebDownload,,,,
1244,1441,1441,,,,,Troyes,Troyes,Sens,France,D455,,,48.297419,4.074263,,Compilation (Diocesan),,,,,,,,,,,,,,"Lalore, Ancienne discipline, 2, 244-49",,https://books.google.com/books?id=IeVNAQAAMAAJ,Not Started,GoogleBooksWebDownload,,,,
1245,1465,1465,,,,,Troyes,Troyes,Sens,France,D455,,,48.297419,4.074263,,Compilation (Diocesan),,,,,,,,,,,,,,"Lalore, Ancienne discipline, 2, 268-75",,https://books.google.com/books?id=IeVNAQAAMAAJ,Not Started,GoogleBooksWebDownload,,,,
1246,1252,1252,,,,,Uzès,Uzès,Narbonne,France,D410,,,44.013,4.4205,,Diocesan,,,,,,,Latin,,,,,"Paris, BnF lat 1601 (Colbert 552, Regius 4487)",,"Martene, Thes, IV, 1022-70 (Nimes version)",,,Not Started,GoogleBooks,,,,
1247,1473,1473,,,,,Vaison,Vaison,Arles,France,D345,,,44.2422,5.0724,"Avignon elevated to metropolitan see in 1475, at which point Vaison becomes suffragan; now Vaison-la-Romaine",Diocesan,Jean IV de Montmirail,,,,,,,,Yes,,,"Avignon, Arch Dep G VI",,,,"Claimed lost by Boyer & Granget; identified by Venard, prof in Avignon (see Pontal, Repertoire, 471)",,,,,,
1248,1437,1437,,,,,Vence,Vence,Embrun,France,D394,,,43.723611,7.114167,,Diocesan,,,,,,,Latin,,,,,"Nice, Arch dep, G 1285, fol. 12v",,,,,,Digital MS,,,,
1249,1498,1498,,,,,Vence,Vence,Embrun,France,D394,,,43.723611,7.114167,,Diocesan,,,,,,,Latin,,,,,"Nice, Arch dep, G 1285, fol. 13-14v",,,,,,Digital MS,,,,
1250,1401,1401/1402,,,Yes,"dating from Avril, Premiers statuts, 56",Hattonchateau,Verdun,Trier,France,D576,,,48.9819,5.7042,,Diocesan,Liebaut de Cousances,,1378,1403,,,Latin,,,,,,,"Roussel, Histoire ecclesiastique, I, Add., 1-4",,https://books.google.fr/books?id=KrSPxVchMu0C,Not Started,GoogleBooks,,,,
1251,1238,1238,,,,,Cognac,Angoulème,Bordeaux,France,,,,45.7,-0.33,"Diocesan affiliation unclear (it is now in diocese of Angouleme, but I'm not sure about the 13th-c)",Provincial,,,,,,,,,,,,,,"Avril, Statuts, V 14-15","Mansi 23, cols 485-496",,Not Started,Hard Copy Scan,Yes,"Avril edition simply refers to the corresponding passages in other texts (since it had to be reconstructed from them - in particular the 1234 Synodal of Bordeaux; cf Pontal, II, 35-105), so leave this transcription aside until all of the source texts are done",,
1252,1260,1260,,,,,Cognac,Angoulème,Bordeaux,France,,,,45.7,-0.33,,Provincial,,,,,,,,,,,,,,"Avril, Statuts, V 17-18","Mansi 23, cols 1031-1038","Is this the same as that given in Mansi 23, cols 865-876 (39 cc.)",Not Started,Hard Copy Scan,Yes,"Avril edition simply refers to the corresponding passages in other texts (since it had to be reconstructed from them, so leave this transcription aside until all of the source texts are done",,
1253,1280,1280,,,,Winter,Saintes,Saintes,Bordeaux,France,D374,,,45.7464,-0.6333,,Diocesan,,,,,,,Latin,,,,,,,"Avril, Statuts, V, 69-73",,,Reviewed ,Hard Copy Scan,Yes,,,
1254,1282,1282,,,,Easter,Saintes,Saintes,Bordeaux,France,D374,,,45.7464,-0.6333,,Diocesan,,,,,,,Latin,,,,,,,"Avril, Statuts, V, 74-76",,,Reviewed ,Hard Copy Scan,Yes,,,
1255,1231,1231/1232,,,,1231 or or early 1232,Rouen,Rouen,Rouen,France,,,,49.443889,1.103333,,Provincial,Maurice,,,,,,Latin,,,,,,,"Bessin, Concilia, I, pp134-38",,,Reviewed ,GoogleBooksData Capture,,,,
1256,1256,1256 (ca.),,,Yes,,Wrocław,Wrocław,Gniezno ,Poland,D537,,,51.116667,17.033333,,Diocesan,Thomas of Wrocław,,1232,1268,,,Latin,,,,Yes,,,"Sawicki X, 327-28",,,Reviewed ,Library ScanHard Copy Scan,Yes,,,
1257,1257,1257,10,14,,,Łęczyca,Wrocław,Gniezno ,Poland,,,,52.05,19.2,,Provincial,,,,,,,Latin,,,,Yes,,,"Sawicki X, 328-29","Kodeks Dyplomatyczny Wielkopolski, t. 1,  (Poznan, 1877), no. 361",http://www.wbc.poznan.pl/Content/20061/kw_01.html,Reviewed ,Library ScanHard Copy Scan,Yes,,,
1258,1305,1305,11,19,,,Wrocław,Wrocław,Gniezno ,Poland,D537,,,51.116667,17.033333,,Diocesan,Henry,Henryk z Wierzbnej,1302,1319,,,Latin,,,,,,,"Sawicki X, 339-344",,Two very different versions survive; ,Reviewed ,Library ScanHard Copy Scan,Yes,Sawicki gives different versions in parallel columns; transcription uses left column as base version and adds alternate version in Notes ,,
1259,1326,1326,2,19,,,Uniejow,Wrocław,Gniezno ,Poland,,,,51.97,18.8,,Provincial,Janislaw,,,,,,Latin,,,,Yes,,,"Sawicki X, 345-50","Kodeks dyplomatyczny Wielkopolski II, no 1061",http://www.wbc.poznan.pl/Content/20067/kw_02.html,Reviewed ,Library ScanHard Copy Scan,Yes,,"Gromnicki, Synody prowincyonalne, 253-63",
1260,1330,1327x1331,,,Yes,,Wrocław,Wrocław,Gniezno ,Poland,D537,,,51.116667,17.033333,,Diocesan,Nanker,,1326,1341,,,Latin,,,,,,,"Sawicki X, 350-54",,,Reviewed ,Library ScanHard Copy Scan,Yes,,,
1261,1331,1331,,,,,Wrocław,Wrocław,Gniezno ,Poland,D537,,,51.116667,17.033333,,Diocesan,Nanker,,1326,1341,,,Latin,,,,,,,"Sawicki X, 354-58",,,Reviewed ,Library ScanHard Copy Scan,Yes,,,
1262,1410,1410,10,16,,,Wrocław,Wrocław,Gniezno ,Poland,D537,,,51.116667,17.033333,,Diocesan,Wenceslaus II of Legnica,,1382,1417,,,Latin,,,,,,,"Sawicki X, 383-96",,,Not Started,Library ScanHard Copy Scan,Yes,,,
1264,1423,1423,1,15,,14-15 January,Wrocław,Wrocław,Gniezno ,Poland,D537,,,51.116667,17.033333,,Diocesan,Konrad IV the Older,,1417,1447,,,Latin,,,,,,,"Sawicki X, 404-407",,,Not Started,Library ScanHard Copy Scan,Yes,,,
1265,1448,1448,,,,,Wrocław,Wrocław,Gniezno ,Poland,D537,,,51.116667,17.033333,,Diocesan,Peter II Nowak,,1447,1456,,,Latin,,,,,,,"Sawicki X, 468-77",,,Not Started,Library ScanHard Copy Scan,Yes,,,
1266,1473,1473,10,20,,18-20 October,Wrocław,Wrocław,Gniezno ,Poland,D537,,,51.116667,17.033333,,Diocesan,Rudolph,Rudolf of Rüdesheim,1468,1482,,,Latin,,,,,,,"Sawicki X, 495-504 (constitutions at pp502-4)",,,Not Started,Library ScanHard Copy Scan,Yes,,,
1267,1496,1496,6,14,,10-14 June,Wrocław,Wrocław,Gniezno ,Poland,D537,,,51.116667,17.033333,,Diocesan,John IV,Johann IV Roth,1482,1506,,,,,,,,,,"Sawicki X, 550-54",,,Not Started,Library ScanHard Copy Scan,Yes,,,
1268,1185,1181x1191,,,Yes,,Cambrai,Cambrai,Reims,France,D430,,,50.175579,3.2345,,Diocesan,Roger de Wavrin,,,,,,Latin,,,,,,,"Avril, ""Les Precepta synodalia de Roger de Cambrai"", 10-11",,,Reviewed ,Hard Copy Scan,Yes,,,
1269,1350,1323x1353,,,Yes,"compiled during or after bishopric of Foulque de Mathefelon (r. 1323-53), since title makes reference to him",Angers,Angers,Tours,France,D441,,,47.473612,-0.554167,,Abstract/Abbreviation,,,,,,,Latin,,,,,"Paris, BnF lat. 11030, fol. 29v-33v",,"Avril, Statuts, III, 258-66",,,Reviewed ,Hard Copy Scan,Yes,,,
1270,1291,1291,10,16,,,Arras,Arras,Reims,France,D431,,,50.289722,2.780833,,Diocesan,Guillaume d'Issy,,,,,,Latin,,,,,,,"Avril, Statuts, IV, 214-16",,,Reviewed ,Hard Copy Scan,Yes,,,
1271,1292,1292,10,14,,,Arras,Arras,Reims,France,D431,,,50.289722,2.780833,,Diocesan,Guillaume d'Issy,,,,,,Latin,,,,,,,"Avril, Statuts, IV, 216-17",,,Reviewed ,Hard Copy Scan,Yes,,,
1272,1296,1296,10,16,,,Arras,Arras,Reims,France,D431,,,50.289722,2.780833,,Diocesan,Gerard Pigalotti,,,,,,Latin,,,,,,,"Avril, Statuts, IV, 217-22",,,Reviewed ,Hard Copy Scan,Yes,,,
1273,1298,bef. 1298,,,Yes,"Before 1298 (or at least before local knowledge of Boniface VIII's constitution 'Gloriosus' which introduced feasts of Saints Gregory, Augustine, Ambrose, and Jerome)",Arras,Arras,Reims,France,D431,,,50.289722,2.780833,,Other,,,,,,,Latin,,,,,,,"Avril, Statuts, IV, 225-27",,,Reviewed ,Hard Copy Scan,Yes,,,
